"StockCode","StockName","NumQuiTraFinReport","AccPeriod","TotAsse"
"000001","平安银行","0","2018-12-31","3420753000000.00"
"000001","平安银行","0","2019-12-31","3939070000000.00"
"000004","国华网安","0","2012-12-31","192913568.86"
"000004","国华网安","0","2013-12-31","238056785.03"
"000004","国华网安","0","2014-12-31","338282581.12"
"000004","国华网安","0","2015-12-31","398673507.14"
"000004","国华网安","0","2017-12-31","268844295.64"
"000004","国华网安","0","2018-12-31","351177470.17"
"000005","世纪星源","0","2010-12-31","1320874800.00"
"000005","世纪星源","0","2012-12-31","1320521381.49"
"000005","世纪星源","0","2013-12-31","1188653949.18"
"000005","世纪星源","0","2015-12-31","2298036800.00"
"000005","世纪星源","0","2016-12-31","2527722000.00"
"000005","世纪星源","0","2017-12-31","2899641100.00"
"000005","世纪星源","0","2018-12-31","3177778900.00"
"000005","世纪星源","0","2019-12-31","3122953500.00"
"000006","深振业A","0","2010-12-31","8450954700.00"
"000006","深振业A","0","2011-12-31","8038171100.00"
"000006","深振业A","0","2012-12-31","9200530500.00"
"000006","深振业A","0","2013-12-31","10079029392.57"
"000006","深振业A","0","2014-12-31","11351431242.91"
"000006","深振业A","0","2015-12-31","12650758024.97"
"000006","深振业A","0","2017-12-31","12814790363.52"
"000006","深振业A","0","2018-12-31","13531016273.58"
"000006","深振业A","0","2019-12-31","15725181921.77"
"000007","全新好","0","2010-12-31","332201060.78"
"000007","全新好","0","2012-12-31","772718400.00"
"000007","全新好","0","2014-12-31","659925200.00"
"000007","全新好","0","2015-12-31","480364500.00"
"000007","全新好","0","2016-12-31","514367695.08"
"000007","全新好","0","2017-12-31","442675157.69"
"000007","全新好","0","2018-12-31","386784795.47"
"000007","全新好","1","2018-12-31","385709995.47"
"000007","全新好","0","2019-12-31","535928576.29"
"000008","神州高铁","0","2015-12-31","3568872500.00"
"000008","神州高铁","0","2018-06-30","9808718223.70"
"000008","神州高铁","0","2019-12-31","12044543142.96"
"000009","中国宝安","0","2011-12-31","11785629478.31"
"000009","中国宝安","0","2013-12-31","13611801387.92"
"000009","中国宝安","0","2018-12-31","29648429347.81"
"000010","美丽生态","0","2010-12-31","212201435.68"
"000010","美丽生态","0","2011-12-31","228193400.00"
"000010","美丽生态","0","2013-12-31","1027782600.00"
"000010","美丽生态","0","2015-12-31","5397182700.00"
"000010","美丽生态","0","2016-12-31","4865760551.42"
"000010","美丽生态","0","2017-12-31","3105153052.01"
"000010","美丽生态","0","2018-12-31","3273278297.36"
"000010","美丽生态","0","2019-12-31","4318378109.70"
"000011","深物业A","0","2010-12-31","2913280000.00"
"000014","沙河股份","0","2010-12-31","1589755396.15"
"000016","深康佳A","0","2010-12-31","17841489131.87"
"000016","深康佳A","0","2011-12-31","16906453313.30"
"000016","深康佳A","0","2019-12-31","42545148773.39"
"000017","*ST 中华A","0","2010-12-31","138158100.00"
"000017","*ST 中华A","0","2012-12-31","162649100.00"
"000017","*ST 中华A","0","2013-12-31","59135300.00"
"000017","*ST 中华A","0","2019-12-31","62734800.00"
"000018","神城A退","0","2010-12-31","195732400.00"
"000018","神城A退","0","2012-12-31","172002557.00"
"000018","神城A退","0","2013-12-31","171250000.00"
"000018","神城A退","0","2017-09-30","10467275219.60"
"000018","神城A退","0","2017-12-31","12543528090.31"
"000018","神城A退","1","2017-12-31","11653249290.29"
"000018","神城A退","0","2018-12-31","12582956042.65"
"000019","深粮控股","0","2010-12-31","658468800.00"
"000019","深粮控股","0","2012-12-31","1221233900.00"
"000019","深粮控股","0","2014-12-31","1154612300.00"
"000019","深粮控股","0","2015-12-31","1060432200.00"
"000019","深粮控股","0","2016-12-31","1178543700.00"
"000019","深粮控股","0","2017-12-31","1070169000.00"
"000019","深粮控股","0","2018-12-31","6474830000.00"
"000020","深华发A","0","2010-12-31","725894300.00"
"000020","深华发A","0","2012-12-31","683694900.00"
"000020","深华发A","0","2019-12-31","614509500.00"
"000021","深科技","0","2013-06-30","11763353777.14"
"000021","深科技","0","2017-12-31","16537049400.00"
"000021","深科技","0","2018-12-31","15539378900.00"
"000023","深天地A","0","2011-12-31","1090351442.65"
"000023","深天地A","0","2013-12-31","1343600000.00"
"000023","深天地A","0","2017-12-31","1951620000.00"
"000023","深天地A","0","2018-12-31","2320490000.00"
"000023","深天地A","0","2019-12-31","2519404000.00"
"000026","飞亚达","0","2012-12-31","3326763800.00"
"000027","深圳能源","0","2010-12-31","29308460000.00"
"000027","深圳能源","0","2011-06-30","32666290000.00"
"000027","深圳能源","0","2011-12-31","32058610000.00"
"000027","深圳能源","0","2012-06-30","31722760000.00"
"000027","深圳能源","0","2012-12-31","32421590000.00"
"000027","深圳能源","1","2013-12-31","33393510000.00"
"000027","深圳能源","0","2013-12-31","32382100000.00"
"000027","深圳能源","0","2014-03-31","34492141300.00"
"000027","深圳能源","0","2014-12-31","38084260000.00"
"000027","深圳能源","0","2015-12-31","55632330000.00"
"000027","深圳能源","0","2016-06-30","59427970000.00"
"000027","深圳能源","0","2016-12-31","60605500000.00"
"000027","深圳能源","0","2017-12-31","75094000000.00"
"000027","深圳能源","0","2018-06-30","78157720000.00"
"000027","深圳能源","0","2018-12-31","86864940000.00"
"000028","国药一致","0","2016-12-31","21312754500.00"
"000028","国药一致","0","2018-12-31","28923689500.00"
"000028","国药一致","0","2019-12-31","33520609100.00"
"000028","国药一致","0","2020-06-30","37669850200.00"
"000030","富奥股份","0","2012-12-31","55368454.49"
"000032","深桑达A","0","2011-12-31","1574218095.35"
"000032","深桑达A","0","2012-12-31","1692009584.00"
"000032","深桑达A","0","2013-12-31","1497462487.37"
"000032","深桑达A","0","2015-12-31","2125737187.65"
"000032","深桑达A","0","2017-12-31","1927338865.54"
"000034","神州数码","0","2019-06-30","27490764685.00"
"000035","中国天楹","0","2010-12-31","595209862.21"
"000035","中国天楹","0","2012-12-31","331623514.74"
"000035","中国天楹","0","2014-12-31","3272290000.00"
"000035","中国天楹","0","2018-12-31","8808911200.00"
"000036","华联控股","0","2012-12-31","4265875714.39"
"000036","华联控股","0","2014-12-31","4568930800.00"
"000036","华联控股","0","2015-12-31","6468005437.98"
"000036","华联控股","0","2016-12-31","9622078823.86"
"000036","华联控股","0","2017-12-31","8722409246.87"
"000036","华联控股","0","2018-12-31","11115774119.11"
"000036","华联控股","0","2019-06-30","10857102382.34"
"000037","深南电A","0","2012-12-31","5536067700.00"
"000037","深南电A","0","2013-12-31","5435077200.00"
"000037","深南电A","0","2014-12-31","5056415800.00"
"000037","深南电A","0","2018-12-31","3307148300.00"
"000038","深大通","0","2010-12-31","518137300.00"
"000038","深大通","0","2011-12-31","630464661.29"
"000038","深大通","0","2012-12-31","610156264.42"
"000038","深大通","0","2013-12-31","671711488.69"
"000038","深大通","0","2014-12-31","684019350.88"
"000038","深大通","0","2015-12-31","744777535.46"
"000038","深大通","0","2018-12-31","3245183900.00"
"000040","东旭蓝天","0","2010-12-31","2279747546.12"
"000040","东旭蓝天","0","2015-12-31","6768609946.91"
"000040","东旭蓝天","0","2017-12-31","28898928800.00"
"000040","东旭蓝天","0","2018-12-31","34221918000.00"
"000040","东旭蓝天","0","2019-12-31","30994548500.00"
"000042","中洲控股","0","2016-06-30","29250213900.00"
"000042","中洲控股","0","2017-12-31","43811596400.00"
"000042","中洲控股","0","2019-12-31","45238425300.00"
"000045","深纺织A","0","2010-12-31","1653800000.00"
"000045","深纺织A","0","2011-12-31","1804900000.00"
"000045","深纺织A","0","2012-12-31","1867330000.00"
"000045","深纺织A","0","2013-12-31","2865650000.00"
"000045","深纺织A","0","2014-12-31","2794740000.00"
"000045","深纺织A","0","2015-12-31","2895390000.00"
"000045","深纺织A","0","2016-12-31","4114800000.00"
"000045","深纺织A","0","2017-12-31","4221250000.00"
"000045","深纺织A","0","2018-12-31","4619203400.00"
"000046","泛海控股","0","2010-12-31","22345892800.00"
"000046","泛海控股","0","2012-12-31","30934760700.00"
"000046","泛海控股","0","2016-12-31","167835999400.00"
"000046","泛海控股","0","2017-12-31","187775062700.00"
"000046","泛海控股","0","2018-12-31","212096668200.00"
"000046","泛海控股","0","2019-12-31","177872272500.00"
"000048","京基智农","0","2016-12-31","1966577609.86"
"000048","京基智农","0","2017-12-31","3796670522.32"
"000048","京基智农","0","2018-12-31","5182504077.75"
"000048","京基智农","0","2019-12-31","6471993600.37"
"000048","京基智农","0","2020-06-30","7399585720.16"
"000049","德赛电池","0","2010-12-31","840079645.48"
"000049","德赛电池","0","2011-06-30","938881699.12"
"000049","德赛电池","0","2011-12-31","1394141865.45"
"000049","德赛电池","0","2018-06-30","6472630302.35"
"000049","德赛电池","0","2019-06-30","7298241930.43"
"000055","方大集团","0","2015-12-31","4467462050.60"
"000056","皇庭国际","0","2010-12-31","1549705690.54"
"000056","皇庭国际","0","2011-12-31","1537761372.58"
"000056","皇庭国际","0","2012-12-31","2006481401.06"
"000056","皇庭国际","0","2015-12-31","7995714299.09"
"000056","皇庭国际","0","2016-12-31","10643723808.59"
"000056","皇庭国际","0","2017-12-31","14171401182.58"
"000056","皇庭国际","0","2019-12-31","12464281568.60"
"000058","深赛格","0","2017-12-31","6992590420.75"
"000058","深赛格","0","2018-06-30","6311893613.19"
"000058","深赛格","0","2019-12-31","6160292325.28"
"000058","深赛格","0","2020-06-30","5929469481.37"
"000059","华锦股份","0","2016-12-31","31370608575.54"
"000059","华锦股份","0","2018-12-31","32460677530.24"
"000061","农产品","0","2010-12-31","9156416300.00"
"000061","农产品","0","2012-12-31","10598443700.00"
"000061","农产品","0","2013-12-31","12223195200.00"
"000061","农产品","0","2014-12-31","13805158200.00"
"000061","农产品","0","2015-12-31","16131480300.00"
"000061","农产品","0","2018-12-31","18999687800.00"
"000063","中兴通讯","0","2010-12-31","82286912000.00"
"000063","中兴通讯","0","2011-06-30","96870946000.00"
"000063","中兴通讯","0","2013-06-30","103833651000.00"
"000063","中兴通讯","0","2014-12-31","105923233000.00"
"000063","中兴通讯","0","2015-06-30","113537583000.00"
"000063","中兴通讯","0","2015-12-31","122324607000.00"
"000063","中兴通讯","0","2016-12-31","141640910000.00"
"000063","中兴通讯","0","2017-06-30","139811919000.00"
"000063","中兴通讯","0","2017-09-30","146028404000.00"
"000063","中兴通讯","0","2017-12-31","142906134000.00"
"000065","北方国际","0","2015-12-31","6615309563.20"
"000065","北方国际","0","2017-12-31","11489736879.53"
"000065","北方国际","0","2018-12-31","11457112858.01"
"000066","中国长城","0","2011-12-31","32800295564.51"
"000066","中国长城","0","2012-12-31","39183620435.79"
"000066","中国长城","0","2013-12-31","39225526460.61"
"000066","中国长城","0","2014-12-31","39715144725.20"
"000066","中国长城","0","2015-12-31","39456067228.40"
"000066","中国长城","0","2016-12-31","5845393066.22"
"000066","中国长城","1","2016-12-31","40860876598.04"
"000066","中国长城","0","2018-12-31","16002223272.55"
"000066","中国长城","0","2019-12-31","21783286566.83"
"000068","华控赛格","0","2017-12-31","2803698323.72"
"000068","华控赛格","0","2018-12-31","3443694465.10"
"000068","华控赛格","0","2019-12-31","3935607385.67"
"000069","华侨城A","0","2010-12-31","48538233403.44"
"000069","华侨城A","0","2011-06-30","56963779077.05"
"000069","华侨城A","0","2011-12-31","62264950819.77"
"000069","华侨城A","0","2012-06-30","67140242700.00"
"000069","华侨城A","0","2012-12-31","70969301500.00"
"000069","华侨城A","0","2013-12-31","86907144200.00"
"000069","华侨城A","0","2014-06-30","89645138000.00"
"000069","华侨城A","0","2015-12-31","115266174400.00"
"000069","华侨城A","0","2016-12-31","142638346000.00"
"000069","华侨城A","0","2017-12-31","223201167900.00"
"000070","特发信息","0","2014-12-31","2593198827.83"
"000070","特发信息","0","2015-12-31","4043547225.05"
"000070","特发信息","0","2019-12-31","7603395530.56"
"000078","海王生物","0","2016-12-31","16660488476.55"
"000078","海王生物","0","2017-12-31","30879909600.00"
"000088","盐田港","0","2010-12-31","4974615682.44"
"000088","盐田港","0","2011-12-31","5423661155.16"
"000088","盐田港","0","2012-12-31","5278208909.65"
"000088","盐田港","0","2013-12-31","5618006286.80"
"000088","盐田港","0","2014-12-31","6830892583.04"
"000088","盐田港","0","2015-12-31","7871271492.53"
"000088","盐田港","0","2016-12-31","8278582090.89"
"000088","盐田港","0","2017-12-31","9365121317.15"
"000088","盐田港","0","2018-12-31","10269814610.06"
"000088","盐田港","0","2019-12-31","11000642497.67"
"000090","天健集团","0","2010-12-31","10160244800.00"
"000090","天健集团","0","2011-06-30","8222981500.00"
"000090","天健集团","0","2014-12-31","10996782000.00"
"000096","广聚能源","0","2010-12-31","1866890000.00"
"000096","广聚能源","0","2011-12-31","1991460000.00"
"000096","广聚能源","0","2012-12-31","1984830000.00"
"000096","广聚能源","0","2013-12-31","2044650000.00"
"000096","广聚能源","1","2014-12-31","2033020000.00"
"000096","广聚能源","0","2014-12-31","2051460000.00"
"000096","广聚能源","0","2015-12-31","2227610000.00"
"000096","广聚能源","0","2016-12-31","2427501100.00"
"000096","广聚能源","0","2017-12-31","2553163400.00"
"000096","广聚能源","0","2018-12-31","2648848000.00"
"000100","TCL科技","0","2014-12-31","92887740000.00"
"000100","TCL科技","0","2016-12-31","147096031000.00"
"000100","TCL科技","0","2017-12-31","159261472000.00"
"000150","宜华健康","0","2013-12-31","2716150934.91"
"000150","宜华健康","0","2017-12-31","7611292100.00"
"000151","中成股份","0","2017-12-31","2156797234.29"
"000155","川能动力","0","2012-12-31","3154875050.22"
"000155","川能动力","0","2013-12-31","2887402100.00"
"000155","川能动力","0","2014-12-31","1352692600.00"
"000155","川能动力","0","2015-12-31","719809700.00"
"000155","川能动力","0","2016-12-31","2942680400.00"
"000155","川能动力","0","2017-12-31","6785208900.00"
"000155","川能动力","0","2018-12-31","7229036700.00"
"000156","华数传媒","0","2015-12-31","12675234600.00"
"000156","华数传媒","0","2016-12-31","13636116400.00"
"000156","华数传媒","0","2017-12-31","14397291500.00"
"000156","华数传媒","0","2018-12-31","14754409100.00"
"000156","华数传媒","0","2019-06-30","15467794300.00"
"000158","常山北明","0","2010-12-31","4742241300.00"
"000158","常山北明","0","2011-12-31","535508.69"
"000158","常山北明","0","2012-12-31","5718982800.00"
"000158","常山北明","0","2013-12-31","5773239200.00"
"000158","常山北明","0","2016-12-31","12850740600.00"
"000158","常山北明","0","2018-12-31","14142841700.00"
"000158","常山北明","0","2019-12-31","14159190500.00"
"000159","国际实业","0","2014-12-31","2968258500.00"
"000159","国际实业","0","2016-12-31","3116249830.61"
"000159","国际实业","0","2018-12-31","2740064973.53"
"000159","国际实业","0","2019-12-31","2817121259.85"
"000166","申万宏源","0","2015-06-30","435569510400.00"
"000166","申万宏源","0","2015-09-30","349709689900.00"
"000166","申万宏源","0","2015-12-31","330120975400.00"
"000166","申万宏源","1","2015-12-31","330120975400.00"
"000166","申万宏源","0","2016-03-31","311756046900.00"
"000166","申万宏源","0","2016-06-30","284577997600.00"
"000166","申万宏源","0","2016-09-30","251340111400.00"
"000166","申万宏源","0","2016-12-31","279295224100.00"
"000166","申万宏源","0","2017-03-31","279073122300.00"
"000166","申万宏源","0","2017-06-30","283048197300.00"
"000166","申万宏源","0","2017-09-30","288672944600.00"
"000166","申万宏源","0","2017-12-31","299846495300.00"
"000166","申万宏源","0","2018-12-31","347755413800.00"
"000166","申万宏源","0","2019-06-30","379186367600.00"
"000301","东方盛虹","0","2010-12-31","3736725147.61"
"000301","东方盛虹","0","2016-12-31","4967757515.62"
"000401","冀东水泥","0","2011-09-30","35907017323.99"
"000401","冀东水泥","0","2012-12-31","41504030000.00"
"000402","金融街","0","2015-12-31","105678675860.28"
"000402","金融街","0","2019-12-31","161989875785.91"
"000403","双林生物","0","2014-12-31","1213160900.00"
"000403","双林生物","0","2019-06-30","1323844865.31"
"000403","双林生物","0","2019-12-31","1259205736.01"
"000404","长虹华意","0","2012-12-31","4729122970.09"
"000407","胜利股份","0","2015-12-31","4153255440.42"
"000408","*ST 藏格","0","2016-12-31","7358126400.00"
"000408","*ST 藏格","0","2017-12-31","7764983600.00"
"000408","*ST 藏格","0","2019-12-31","9558628100.00"
"000409","ST 地矿","0","2010-12-31","47220000.00"
"000409","ST 地矿","0","2011-12-31","46690000.00"
"000409","ST 地矿","0","2013-06-30","1218553600.00"
"000409","ST 地矿","0","2014-12-31","3311944600.00"
"000409","ST 地矿","0","2015-12-31","5654749600.00"
"000409","ST 地矿","0","2016-12-31","6197233200.00"
"000409","ST 地矿","0","2018-12-31","4795680300.00"
"000410","*ST 沈机","0","2014-12-31","20146087500.00"
"000410","*ST 沈机","0","2016-12-31","24798383700.00"
"000410","*ST 沈机","0","2018-12-31","20398699700.00"
"000410","*ST 沈机","0","2019-12-31","7217814400.00"
"000411","英特集团","0","2012-12-31","4110205117.46"
"000411","英特集团","0","2020-06-30","11347980059.14"
"000413","东旭光电","0","2010-12-31","374832076.41"
"000413","东旭光电","0","2012-12-31","2079600686.87"
"000413","东旭光电","0","2013-12-31","9132978401.14"
"000415","渤海租赁","0","2013-12-31","57125361000.00"
"000415","渤海租赁","0","2014-12-31","67720684000.00"
"000415","渤海租赁","0","2015-12-31","131900896000.00"
"000415","渤海租赁","0","2016-12-31","216632100000.00"
"000415","渤海租赁","0","2017-06-30","304519746000.00"
"000415","渤海租赁","0","2017-12-31","300394363000.00"
"000415","渤海租赁","0","2018-12-31","285818636000.00"
"000415","渤海租赁","0","2019-12-31","265537353000.00"
"000416","民生控股","0","2011-12-31","897456782.10"
"000416","民生控股","0","2012-12-31","961648197.64"
"000419","通程控股","0","2019-12-31","5101938700.00"
"000420","吉林化纤","0","2015-12-31","2650044200.00"
"000420","吉林化纤","0","2016-12-31","4564153700.00"
"000422","ST 宜化","0","2013-12-31","34585227797.94"
"000422","ST 宜化","0","2016-12-31","39772646234.62"
"000422","ST 宜化","0","2017-12-31","32551283045.59"
"000425","徐工机械","0","2011-06-30","30289047300.00"
"000425","徐工机械","0","2011-12-31","34713500000.00"
"000425","徐工机械","0","2017-12-31","49619982900.00"
"000425","徐工机械","0","2018-12-31","61244865000.00"
"000426","兴业矿业","0","2014-12-31","3933036700.00"
"000426","兴业矿业","0","2015-12-31","4075477600.00"
"000426","兴业矿业","0","2016-12-31","9762776100.00"
"000426","兴业矿业","0","2018-12-31","8928401100.00"
"000426","兴业矿业","0","2019-12-31","9273374500.00"
"000428","华天酒店","0","2014-12-31","9353806400.00"
"000428","华天酒店","0","2016-12-31","8908829101.51"
"000428","华天酒店","0","2017-12-31","9027571837.16"
"000428","华天酒店","0","2018-12-31","7196445970.11"
"000429","粤高速A","0","2010-12-31","10526464082.25"
"000429","粤高速A","0","2011-12-31","11802427175.92"
"000429","粤高速A","0","2012-12-31","13154565539.37"
"000429","粤高速A","0","2013-12-31","12694475514.01"
"000429","粤高速A","0","2014-12-31","12513505946.42"
"000429","粤高速A","0","2015-12-31","12107767967.86"
"000429","粤高速A","0","2016-12-31","16072445216.59"
"000429","粤高速A","0","2017-12-31","16523315093.72"
"000429","粤高速A","0","2018-12-31","16295910774.45"
"000429","粤高速A","0","2019-12-31","17674545340.78"
"000430","张家界","0","2016-12-31","2044165200.00"
"000430","张家界","0","2019-12-31","2668026912.74"
"000488","晨鸣纸业","0","2010-12-31","34874187400.00"
"000498","山东路桥","0","2012-12-31","8539343000.00"
"000498","山东路桥","0","2013-03-31","8161682900.00"
"000498","山东路桥","0","2013-06-30","8514204800.00"
"000498","山东路桥","0","2013-09-30","8812877800.00"
"000498","山东路桥","0","2013-12-31","9493210600.00"
"000498","山东路桥","0","2014-03-31","8446159300.00"
"000498","山东路桥","0","2014-06-30","9214020400.00"
"000498","山东路桥","0","2014-09-30","9505533700.00"
"000498","山东路桥","0","2014-12-31","10051893900.00"
"000498","山东路桥","0","2015-03-31","8794201000.00"
"000498","山东路桥","0","2015-06-30","9711910000.00"
"000498","山东路桥","0","2015-09-30","9793901400.00"
"000498","山东路桥","0","2015-12-31","10569820000.00"
"000498","山东路桥","0","2016-03-31","9379209600.00"
"000498","山东路桥","0","2016-06-30","10757280800.00"
"000498","山东路桥","0","2016-09-30","12775801300.00"
"000498","山东路桥","0","2016-12-31","14890492300.00"
"000498","山东路桥","0","2017-03-31","14637198400.00"
"000498","山东路桥","0","2017-06-30","16081054800.00"
"000498","山东路桥","0","2017-09-30","16900319500.00"
"000498","山东路桥","0","2017-12-31","17565661200.00"
"000498","山东路桥","0","2018-03-31","18182726000.00"
"000498","山东路桥","0","2018-06-30","19258067800.00"
"000498","山东路桥","0","2018-09-30","21579128300.00"
"000498","山东路桥","0","2018-12-31","23626860600.00"
"000498","山东路桥","0","2019-03-31","23823007900.00"
"000498","山东路桥","0","2019-06-30","26813289800.00"
"000498","山东路桥","1","2019-06-30","26813289800.00"
"000498","山东路桥","0","2019-09-30","28575952300.00"
"000498","山东路桥","0","2019-12-31","31193319100.00"
"000498","山东路桥","0","2020-03-31","28300541700.00"
"000498","山东路桥","0","2020-06-30","32667218600.00"
"000498","山东路桥","0","2020-09-30","35912717500.00"
"000501","鄂武商A","0","2019-12-31","23618673834.34"
"000503","国新健康","0","2014-12-31","1434935617.20"
"000503","国新健康","0","2015-12-31","1481815750.14"
"000503","国新健康","0","2017-12-31","1448558143.15"
"000503","国新健康","0","2018-12-31","1280351320.20"
"000503","国新健康","0","2019-12-31","1305210581.15"
"000504","ST 生物","0","2011-12-31","276472625.89"
"000504","ST 生物","0","2015-12-31","122757385.82"
"000504","ST 生物","0","2016-12-31","300749400.00"
"000504","ST 生物","1","2016-12-31","301187300.00"
"000504","ST 生物","0","2017-12-31","404776000.00"
"000504","ST 生物","0","2018-12-31","342705700.00"
"000504","ST 生物","0","2019-12-31","268152600.00"
"000505","京粮控股","0","2011-12-31","1311950000.00"
"000505","京粮控股","0","2015-12-31","1714444000.65"
"000505","京粮控股","0","2016-12-31","1385469635.17"
"000506","中润资源","0","2013-12-31","3379155500.00"
"000506","中润资源","0","2014-12-31","3169489000.00"
"000506","中润资源","0","2015-12-31","3240346400.00"
"000506","中润资源","0","2016-12-31","3228908800.00"
"000506","中润资源","0","2017-12-31","2551372800.00"
"000506","中润资源","0","2018-12-31","2532760700.00"
"000506","中润资源","0","2019-12-31","2621884500.00"
"000507","珠海港","0","2012-12-31","3538294555.56"
"000507","珠海港","0","2015-06-30","5539988186.30"
"000507","珠海港","0","2018-12-31","6841222452.37"
"000509","*ST 华塑","0","2010-12-31","651586618.33"
"000509","*ST 华塑","0","2012-12-31","458689827.28"
"000509","*ST 华塑","0","2015-12-31","567827081.11"
"000509","*ST 华塑","0","2017-12-31","304741478.67"
"000509","*ST 华塑","0","2018-12-31","206943839.63"
"000511","烯碳退","0","2014-12-31","4071637200.00"
"000511","烯碳退","0","2015-12-31","3557138600.00"
"000511","烯碳退","1","2015-12-31","3825203300.00"
"000511","烯碳退","0","2017-12-31","3263313305.18"
"000513","丽珠集团","0","2013-12-31","6568462681.97"
"000516","国际医学","0","2010-12-31","2706840100.00"
"000516","国际医学","0","2019-12-31","10439877300.00"
"000517","荣安地产","0","2010-12-31","7180620100.00"
"000517","荣安地产","0","2014-12-31","5975214534.22"
"000517","荣安地产","0","2016-12-31","11106634517.01"
"000517","荣安地产","0","2018-12-31","24414395304.32"
"000517","荣安地产","0","2019-12-31","40052197902.00"
"000518","四环生物","0","2011-12-31","869936203.14"
"000518","四环生物","1","2011-12-31","969936203.14"
"000518","四环生物","0","2013-12-31","812537094.23"
"000518","四环生物","0","2015-12-31","834527725.13"
"000518","四环生物","0","2016-12-31","1017357931.64"
"000518","四环生物","0","2017-12-31","937780505.42"
"000518","四环生物","1","2017-12-31","931628406.78"
"000518","四环生物","0","2018-12-31","925876050.58"
"000518","四环生物","0","2019-12-31","915809102.08"
"000519","中兵红箭","0","2011-12-31","472076376.86"
"000519","中兵红箭","0","2016-12-31","10266500000.00"
"000519","中兵红箭","0","2017-12-31","9735420000.00"
"000519","中兵红箭","0","2019-12-31","11011225400.00"
"000520","长航凤凰","0","2011-12-31","8823500000.00"
"000520","长航凤凰","0","2012-12-31","5245940400.00"
"000520","长航凤凰","1","2012-12-31","5245940400.00"
"000520","长航凤凰","0","2013-12-31","683074100.00"
"000520","长航凤凰","0","2014-12-31","514020000.00"
"000520","长航凤凰","0","2015-06-30","596380000.00"
"000520","长航凤凰","0","2017-12-31","520952190.19"
"000520","长航凤凰","0","2019-12-31","622516373.48"
"000522","白云山A","0","2011-12-31","3147360606.38"
"000524","岭南控股","0","2019-12-31","4768723782.09"
"000525","红太阳","0","2015-06-30","8246779002.17"
"000525","红太阳","0","2015-09-30","8185140532.20"
"000525","红太阳","0","2015-12-31","8182784699.28"
"000525","红太阳","0","2016-06-30","10015759402.42"
"000525","红太阳","0","2016-09-30","9640256277.67"
"000525","红太阳","0","2016-12-31","10560017956.64"
"000525","红太阳","1","2016-12-31","10509535842.79"
"000525","红太阳","0","2017-12-31","12070225452.30"
"000526","紫光学大","0","2010-12-31",""
"000526","紫光学大","0","2011-09-30","193764452.18"
"000526","紫光学大","0","2011-12-31","198185636.76"
"000526","紫光学大","0","2012-12-31","203138214.65"
"000526","紫光学大","0","2013-12-31","197956186.35"
"000526","紫光学大","0","2014-12-31","200798246.46"
"000526","紫光学大","0","2015-12-31","335359009.87"
"000526","紫光学大","0","2019-12-31","3594423464.08"
"000528","柳工","0","2013-12-31","22134309401.53"
"000528","柳工","0","2014-06-30","21821922889.30"
"000529","广弘控股","0","2018-12-31","2108402768.42"
"000530","冰山冷热","0","2018-12-31","5569131083.83"
"000530","冰山冷热","0","2019-12-31","5522333733.96"
"000531","穗恒运A","0","2011-06-30","6624874300.00"
"000531","穗恒运A","0","2012-06-30","7496966200.00"
"000531","穗恒运A","0","2019-12-31","11628171908.41"
"000532","华金资本","0","2011-12-31","1022940616.16"
"000533","顺钠股份","0","2010-12-31","2410040000.00"
"000533","顺钠股份","0","2011-12-31","2160990000.00"
"000533","顺钠股份","0","2014-12-31","3906410000.00"
"000533","顺钠股份","0","2018-12-31","2499959663.48"
"000533","顺钠股份","0","2019-12-31","2369300700.00"
"000534","万泽股份","0","2011-12-31","1332030036.41"
"000534","万泽股份","0","2018-12-31","2595677118.55"
"000537","广宇发展","0","2015-12-31","7994592300.00"
"000537","广宇发展","0","2016-12-31","18356621127.26"
"000537","广宇发展","0","2017-12-31","72585483290.89"
"000537","广宇发展","0","2019-06-30","74487848444.13"
"000537","广宇发展","0","2019-12-31","69914862743.20"
"000538","云南白药","0","2011-06-30","8732169228.22"
"000538","云南白药","0","2014-12-31","16341340200.00"
"000538","云南白药","0","2015-12-31","19290940366.09"
"000539","粤电力A","0","2015-12-31","71919934100.00"
"000539","粤电力A","0","2016-12-31","70677003760.00"
"000539","粤电力A","0","2017-06-30","70230573061.00"
"000539","粤电力A","0","2017-12-31","71007415323.00"
"000539","粤电力A","0","2018-06-30","72817272539.00"
"000539","粤电力A","0","2019-12-31","75472027123.00"
"000540","中天金融","0","2012-12-31","25819488400.00"
"000541","佛山照明","0","2010-12-31","3128550000.00"
"000541","佛山照明","0","2015-12-31","6048296432.78"
"000541","佛山照明","0","2016-03-31","6150115955.69"
"000541","佛山照明","0","2016-06-30","6502583732.09"
"000541","佛山照明","0","2016-09-30","6153358060.97"
"000541","佛山照明","0","2016-12-31","6096888264.85"
"000544","中原环保","0","2010-12-31","993346100.00"
"000544","中原环保","0","2011-09-30","980548061.16"
"000544","中原环保","0","2011-12-31","1368784186.32"
"000544","中原环保","1","2011-12-31",""
"000544","中原环保","0","2012-12-31","1419493960.13"
"000544","中原环保","0","2013-12-31","1852008007.29"
"000544","中原环保","0","2014-12-31","2316875042.26"
"000544","中原环保","0","2015-12-31","2343485445.92"
"000545","金浦钛业","0","2011-12-31","195528005.09"
"000545","金浦钛业","0","2019-12-31","3097639615.77"
