"Stkcd","Reptdt","Stknme","Province","City","A001000000"
"000004","2003-12-31","北大高科","广东省","深圳市","237875156.04"
"000004","2004-12-31","北大高科","广东省","深圳市","214270248.77"
"000004","2005-12-31","国农科技","广东省","深圳市","155868770.91"
"000004","2006-12-31","*ST 国农","广东省","深圳市","204304637.72"
"000004","2007-12-31","ST 国农","广东省","深圳市","169822593.95"
"000004","2008-12-31","ST 国农","广东省","深圳市","167810585.24"
"000004","2009-12-31","*ST 国农","广东省","深圳市","230512058.69"
"000004","2010-12-31","ST 国农","广东省","深圳市","184219435.70"
"000004","2011-12-31","国农科技","广东省","深圳市","196307219.48"
"000004","2012-12-31","国农科技","广东省","深圳市","192913568.86"
"000004","2013-12-31","国农科技","广东省","深圳市","242152079.61"
"000004","2014-12-31","国农科技","广东省","深圳市","338282581.12"
"000004","2015-12-31","国农科技","广东省","深圳市","398673507.14"
"000004","2016-12-31","国农科技","广东省","深圳市","223716293.01"
"000004","2017-12-31","国农科技","广东省","深圳市","268844295.64"
"000004","2018-12-31","国农科技","广东省","深圳市","351177470.17"
"000004","2019-12-31","国农科技","广东省","深圳市","1494490266.24"
"000005","2003-12-31","*ST 星源","广东省","深圳市","1780802380.02"
"000005","2004-12-31","ST 星源","广东省","深圳市","1810609954.83"
"000005","2005-12-31","ST 星源","广东省","深圳市","1643873314.88"
"000005","2006-12-31","ST 星源","广东省","深圳市","1528293791.91"
"000005","2007-12-31","ST 星源","广东省","深圳市","1457023884.59"
"000005","2008-12-31","世纪星源","广东省","深圳市","1389031247.96"
"000005","2009-12-31","世纪星源","广东省","深圳市","1319203895.55"
"000005","2010-12-31","世纪星源","广东省","深圳市","1293608601.28"
"000005","2011-12-31","世纪星源","广东省","深圳市","1260586163.19"
"000005","2012-12-31","世纪星源","广东省","深圳市","1319702418.01"
"000005","2013-12-31","世纪星源","广东省","深圳市","1188653949.18"
"000005","2014-12-31","世纪星源","广东省","深圳市","1366663807.86"
"000005","2015-12-31","世纪星源","广东省","深圳市","2194008790.39"
"000005","2016-12-31","世纪星源","广东省","深圳市","2527235374.10"
"000005","2017-12-31","世纪星源","广东省","深圳市","2912099984.28"
"000005","2018-12-31","世纪星源","广东省","深圳市","3121423378.81"
"000005","2019-12-31","世纪星源","广东省","深圳市","3031840976.34"
"000007","2003-12-31","深达声A","广东省","深圳市","1117684181.10"
"000007","2004-12-31","深达声A","广东省","深圳市","1048420272.23"
"000007","2005-12-31","深达声A","广东省","深圳市","854288325.12"
"000007","2006-12-31","深达声A","广东省","深圳市","805877586.43"
"000007","2007-12-31","ST 达声","广东省","深圳市","737182927.60"
"000007","2008-12-31","ST 达声","广东省","深圳市","610650389.64"
"000007","2009-12-31","ST 达声","广东省","深圳市","363271589.75"
"000007","2010-12-31","ST 零七","广东省","深圳市","332421568.09"
"000007","2011-12-31","ST 零七","广东省","深圳市","362415187.93"
"000007","2012-12-31","零七股份","广东省","深圳市","789680006.50"
"000007","2013-12-31","零七股份","广东省","深圳市","657511920.77"
"000007","2014-12-31","零七股份","广东省","深圳市","680925246.96"
"000007","2015-12-31","零七股份","广东省","深圳市","480364514.33"
"000007","2016-12-31","全新好","广东省","深圳市","514367695.08"
"000007","2017-12-31","全新好","广东省","深圳市","442675592.96"
"000007","2018-12-31","全新好","广东省","深圳市","544709995.47"
"000007","2019-12-31","全新好","广东省","深圳市","533693420.89"
"000008","2003-12-31","*ST 亿安","广东省","深圳市","60455170.60"
"000008","2004-12-31","ST 亿安","广东省","深圳市","90797725.73"
"000008","2005-12-31","G 宝利来","广东省","深圳市","90639371.84"
"000008","2006-12-31","宝利来","广东省","深圳市","76838064.18"
"000008","2007-12-31","*ST 宝投","广东省","深圳市","79087425.07"
"000008","2008-12-31","ST 宝利来","广东省","深圳市","78914423.11"
"000008","2009-12-31","ST 宝利来","广东省","深圳市","79407977.39"
"000008","2010-12-31","ST 宝利来","广东省","深圳市","77932220.92"
"000008","2011-12-31","ST 宝利来","广东省","深圳市","77236597.09"
"000008","2012-12-31","ST 宝利来","广东省","深圳市","613829627.28"
"000008","2013-12-31","宝利来","广东省","深圳市","626625950.69"
"000008","2014-12-31","宝利来","广东省","深圳市","674028043.80"
"000008","2015-12-31","神州高铁","北京市","北京市","3589354694.52"
"000008","2016-12-31","神州高铁","北京市","北京市","8192656625.83"
"000008","2017-12-31","神州高铁","北京市","北京市","10678315229.70"
"000008","2018-12-31","神州高铁","北京市","北京市","10466364830.02"
"000008","2019-12-31","神州高铁","北京市","北京市","12044543142.96"
"000009","2003-12-31","深宝安A","广东省","深圳市","4261211167.03"
"000009","2004-12-31","深宝安A","广东省","深圳市","4969875854.64"
"000009","2005-12-31","深宝安A","广东省","深圳市","4888128054.63"
"000009","2006-12-31","S 深宝安A","广东省","深圳市","5511022276.51"
"000009","2007-12-31","S 深宝安A","广东省","深圳市","5839299723.36"
"000009","2008-12-31","中国宝安","广东省","深圳市","6083789715.61"
"000009","2009-12-31","中国宝安","广东省","深圳市","7502009658.62"
"000009","2010-12-31","中国宝安","广东省","深圳市","10024647811.49"
"000009","2011-12-31","中国宝安","广东省","深圳市","11785629478.31"
"000009","2012-12-31","中国宝安","广东省","深圳市","13171329970.76"
"000009","2013-12-31","中国宝安","广东省","深圳市","13611801387.92"
"000009","2014-12-31","中国宝安","广东省","深圳市","14725495570.64"
"000009","2015-12-31","中国宝安","广东省","深圳市","18113933205.77"
"000009","2016-12-31","中国宝安","广东省","深圳市","21622925841.20"
"000009","2017-12-31","中国宝安","广东省","深圳市","27109464910.13"
"000009","2018-12-31","中国宝安","广东省","深圳市","29849801106.40"
"000009","2019-12-31","中国宝安","广东省","深圳市","30209805595.97"
"000010","2003-12-31","深华新","广东省","深圳市","866781212.64"
"000010","2004-12-31","深华新","广东省","深圳市","862143244.04"
"000010","2005-12-31","深华新","广东省","深圳市","353452049.51"
"000010","2006-12-31","S*ST 华新","广东省","深圳市","244019420.30"
"000010","2007-12-31","SST 华新","广东省","深圳市","285949798.35"
"000010","2008-12-31","SST 华新","广东省","深圳市","202106656.23"
"000010","2009-12-31","SST 华新","广东省","深圳市","231855187.75"
"000010","2010-12-31","SST 华新","广东省","北京市","212201435.68"
"000010","2011-12-31","SST 华新","北京市","北京市","238257898.64"
"000010","2012-12-31","SST 华新","北京市","北京市","239779833.32"
"000010","2013-12-31","深华新","北京市","北京市","1027789609.41"
"000010","2014-12-31","深华新","北京市","北京市","804218432.41"
"000010","2015-12-31","深华新","北京市","北京市","5162182903.59"
"000010","2016-12-31","美丽生态","广东省","深圳市","4853287591.16"
"000010","2017-12-31","美丽生态","广东省","深圳市","3105153052.01"
"000010","2018-12-31","美丽生态","广东省","深圳市","3273278297.36"
"000010","2019-12-31","*ST 美丽","广东省","深圳市","4291660034.27"
"000012","2003-12-31","南玻A","广东省","深圳市","3516065351.00"
"000012","2004-12-31","南玻A","广东省","深圳市","4740610244.00"
"000012","2005-12-31","南玻A","广东省","深圳市","5523323511.00"
"000012","2006-12-31","南玻A","广东省","深圳市","6772237421.00"
"000012","2007-12-31","南玻A","广东省","深圳市","8452981947.00"
"000012","2008-12-31","南玻A","广东省","深圳市","10376061066.00"
"000012","2009-12-31","南玻A","广东省","深圳市","10913350017.00"
"000012","2010-12-31","南玻A","广东省","深圳市","12469619167.00"
"000012","2011-12-31","南玻A","广东省","深圳市","15281391077.00"
"000012","2012-12-31","南玻A","广东省","深圳市","14335809746.00"
"000012","2013-12-31","南玻A","广东省","深圳市","15078866777.00"
"000012","2014-12-31","南玻A","广东省","深圳市","15284388305.00"
"000012","2015-12-31","南玻A","广东省","深圳市","15657180160.00"
"000012","2016-12-31","南玻A","广东省","深圳市","17146815630.00"
"000012","2017-12-31","南玻A","广东省","深圳市","19535002368.00"
"000012","2018-12-31","南玻A","广东省","深圳市","19114234184.00"
"000012","2019-12-31","南玻A","广东省","深圳市","18201235959.00"
"000013","2003-12-31","*ST 石化A","广东省","深圳市","212618769.20"
"000017","2003-12-31","ST 中华A","广东省","深圳市","444849741.24"
"000017","2004-12-31","ST 中华A","广东省","深圳市","427572002.72"
"000017","2005-12-31","*ST 中华A","广东省","深圳市","328877255.91"
"000017","2006-12-31","S*ST 中华","广东省","深圳市","267021538.95"
"000017","2007-12-31","SST 中华A","广东省","深圳市","214381530.57"
"000017","2008-12-31","SST 中华A","广东省","深圳市","190897705.53"
"000017","2009-12-31","SST 中华A","广东省","深圳市","169696420.47"
"000017","2010-12-31","*ST 中华A","广东省","深圳市","138158078.89"
"000017","2011-12-31","*ST 中华A","广东省","深圳市","135746630.93"
"000017","2012-12-31","*ST 中华A","广东省","深圳市","162649076.30"
"000017","2013-12-31","*ST 中华A","广东省","深圳市","151511429.85"
"000017","2014-12-31","深中华A","广东省","深圳市","51489647.55"
"000017","2015-12-31","深中华A","广东省","深圳市","45869094.97"
"000017","2016-12-31","深中华A","广东省","深圳市","54088275.72"
"000017","2017-12-31","深中华A","广东省","深圳市","73559961.28"
"000017","2018-12-31","深中华A","广东省","深圳市","73242960.17"
"000017","2019-12-31","深中华A","广东省","深圳市","62733602.58"
"000018","2003-12-31","深中冠A","广东省","深圳市","390342262.00"
"000018","2004-12-31","深中冠A","广东省","深圳市","529067471.00"
"000018","2005-12-31","深中冠A","广东省","深圳市","495350310.00"
"000018","2006-12-31","深中冠A","广东省","深圳市","445576711.00"
"000018","2007-12-31","ST 中冠A","广东省","深圳市","229451566.00"
"000018","2008-12-31","ST 中冠A","广东省","深圳市","192923851.00"
"000018","2009-12-31","*ST 中冠A","广东省","深圳市","201318234.00"
"000018","2010-12-31","ST 中冠A","广东省","深圳市","195732419.00"
"000018","2011-12-31","ST 中冠A","广东省","深圳市","172238794.00"
"000018","2012-12-31","ST 中冠A","广东省","深圳市","172002557.00"
"000018","2013-12-31","*ST 中冠A","广东省","深圳市","170502789.00"
"000018","2014-12-31","中冠A","广东省","深圳市","184418905.00"
"000018","2015-12-31","神州长城","广东省","深圳市","4017462824.63"
"000018","2016-12-31","神州长城","广东省","深圳市","7986178961.63"
"000018","2017-12-31","神州长城","广东省","深圳市","11667845186.30"
"000018","2018-12-31","神州长城","广东省","深圳市","9603455934.89"
"000020","2003-12-31","深华发A","广东省","深圳市","476380522.51"
"000020","2004-12-31","ST 华发A","广东省","深圳市","429708402.01"
"000020","2005-12-31","*ST 华发A","广东省","深圳市","389185291.70"
"000020","2006-12-31","SST 华发A","广东省","深圳市","376031844.21"
"000020","2007-12-31","ST 华发A","广东省","深圳市","373957038.94"
"000020","2008-12-31","ST 华发A","广东省","深圳市","446670716.88"
"000020","2009-12-31","深华发A","广东省","深圳市","756779839.48"
"000020","2010-12-31","深华发A","广东省","深圳市","725894326.42"
"000020","2011-12-31","深华发A","广东省","深圳市","668385621.82"
"000020","2012-12-31","深华发A","广东省","深圳市","681645093.97"
"000020","2013-12-31","深华发A","广东省","深圳市","731348499.86"
"000020","2014-12-31","深华发A","广东省","深圳市","1162740984.93"
"000020","2015-12-31","深华发A","广东省","深圳市","1154989593.34"
"000020","2016-12-31","深华发A","广东省","深圳市","632475542.40"
"000020","2017-12-31","深华发A","广东省","深圳市","629762731.38"
"000020","2018-12-31","深华发A","广东省","深圳市","617090153.46"
"000020","2019-12-31","深华发A","广东省","深圳市","614163899.86"
"000023","2003-12-31","深天地A","广东省","深圳市","723461072.42"
"000023","2004-12-31","深天地A","广东省","深圳市","737710148.13"
"000023","2005-12-31","深天地A","广东省","深圳市","935612778.36"
"000023","2006-12-31","深天地A","广东省","深圳市","884427126.75"
"000023","2007-12-31","深天地A","广东省","深圳市","799195021.69"
"000023","2008-12-31","深天地A","广东省","深圳市","974456850.96"
"000023","2009-12-31","深天地A","广东省","深圳市","1075220289.79"
"000023","2010-12-31","深天地A","广东省","深圳市","938521333.55"
"000023","2011-12-31","深天地A","广东省","深圳市","1093571442.65"
"000023","2012-12-31","深天地A","广东省","深圳市","1219044947.72"
"000023","2013-12-31","深天地A","广东省","深圳市","1344913499.77"
"000023","2014-12-31","深天地A","广东省","深圳市","1474001953.01"
"000023","2015-12-31","深天地A","广东省","深圳市","1565865589.96"
"000023","2016-12-31","深天地A","广东省","深圳市","1513965158.57"
"000023","2017-12-31","深天地A","广东省","深圳市","1951619399.48"
"000023","2018-12-31","深天地A","广东省","深圳市","2320492790.97"
"000023","2019-12-31","深天地A","广东省","深圳市","2519404048.35"
"000030","2003-12-31","*ST 盛润A","广东省","深圳市","378293188.86"
"000030","2004-12-31","ST 盛润A","广东省","深圳市","298458668.64"
"000030","2005-12-31","ST 盛润A","广东省","深圳市","39195650.78"
"000030","2006-12-31","S*ST 盛润","广东省","深圳市","29826570.27"
"000030","2007-12-31","S*ST 盛润","广东省","深圳市","27154777.79"
"000030","2008-12-31","ST 盛润A","广东省","深圳市","17961177.93"
"000030","2009-12-31","*ST 盛润A","广东省","深圳市","41891434.31"
"000030","2010-12-31","*ST 盛润A","广东省","深圳市","73920089.84"
"000030","2011-12-31","*ST 盛润A","广东省","深圳市","66169347.65"
"000030","2012-12-31","*ST 盛润A","广东省","深圳市","24606158.49"
"000030","2013-12-31","富奥股份","吉林省","长春市","7110347411.96"
"000030","2014-12-31","富奥股份","吉林省","长春市","7271114435.00"
"000030","2015-12-31","富奥股份","吉林省","长春市","8085376947.33"
"000030","2016-12-31","富奥股份","吉林省","长春市","9072987293.60"
"000030","2017-12-31","富奥股份","吉林省","长春市","10364348492.24"
"000030","2018-12-31","富奥股份","吉林省","长春市","11682128691.55"
"000030","2019-12-31","富奥股份","吉林省","长春市","12920598874.83"
"000033","2003-12-31","新都酒店","广东省","深圳市","614538956.18"
"000033","2004-12-31","新都酒店","广东省","深圳市","615076962.46"
"000033","2005-12-31","新都酒店","广东省","深圳市","600507606.76"
"000033","2006-12-31","新都酒店","广东省","深圳市","507010672.91"
"000033","2007-12-31","新都酒店","广东省","深圳市","502744923.73"
"000033","2008-12-31","新都酒店","广东省","深圳市","464843901.87"
"000033","2009-12-31","新都酒店","广东省","深圳市","497384902.67"
"000033","2010-12-31","新都酒店","广东省","深圳市","527082703.97"
"000033","2011-12-31","新都酒店","广东省","深圳市","515934106.74"
"000033","2012-12-31","新都酒店","广东省","深圳市","469706176.51"
"000033","2013-12-31","新都酒店","广东省","深圳市","564941769.25"
"000033","2014-12-31","*ST 新都","广东省","深圳市","467105430.40"
"000033","2015-12-31","*ST 新都","广东省","深圳市","424383658.15"
"000033","2016-12-31","*ST 新都","广东省","深圳市","319193188.34"
"000034","2003-12-31","深信泰丰","广东省","深圳市","1417734966.62"
"000034","2004-12-31","深信泰丰","广东省","深圳市","1023625062.62"
"000034","2005-12-31","ST 深泰","广东省","深圳市","768881287.78"
"000034","2006-12-31","S*ST 深泰","广东省","深圳市","545734855.78"
"000034","2007-12-31","SST 深泰","广东省","深圳市","328290969.06"
"000034","2008-12-31","ST 深泰","广东省","深圳市","184408591.81"
"000034","2009-12-31","*ST 深泰","广东省","深圳市","150792439.15"
"000034","2010-12-31","ST 深泰","广东省","深圳市","188887579.65"
"000034","2011-12-31","深信泰丰","广东省","深圳市","207619257.17"
"000034","2012-12-31","深信泰丰","广东省","深圳市","193552086.24"
"000034","2013-12-31","深信泰丰","广东省","深圳市","378211289.87"
"000034","2014-12-31","深信泰丰","广东省","深圳市","461668045.26"
"000034","2015-12-31","深信泰丰","广东省","深圳市","448008298.67"
"000034","2016-12-31","神州数码","广东省","深圳市","17037169575.96"
"000034","2017-12-31","神州数码","广东省","深圳市","24273190387.85"
"000034","2018-12-31","神州数码","广东省","深圳市","25985451950.06"
"000034","2019-12-31","神州数码","广东省","深圳市","29420902442.41"
"000035","2003-12-31","中科健A","广东省","深圳市","1808340033.59"
"000035","2004-12-31","中科健A","广东省","深圳市","477821666.27"
"000035","2005-12-31","ST 科健","广东省","深圳市","441488986.56"
"000035","2006-12-31","S*ST 科健","广东省","深圳市","469208127.85"
"000035","2007-12-31","ST 科健","广东省","深圳市","475219926.07"
"000035","2008-12-31","ST 科健","广东省","深圳市","536280797.30"
"000035","2009-12-31","ST 科健","广东省","深圳市","549475668.60"
"000035","2010-12-31","*ST 科健","广东省","深圳市","595209862.21"
"000035","2011-12-31","*ST 科健","广东省","深圳市","636493899.27"
"000035","2012-12-31","*ST 科健","广东省","深圳市","307902946.69"
"000035","2013-12-31","*ST 科健","广东省","深圳市","10441933.09"
"000035","2014-12-31","中国天楹","江苏省","南通市","3272286230.68"
"000035","2015-12-31","中国天楹","江苏省","南通市","4399024386.49"
"000035","2016-12-31","中国天楹","江苏省","南通市","5998494257.39"
"000035","2017-12-31","中国天楹","江苏省","南通市","8130264343.09"
"000035","2018-12-31","中国天楹","江苏省","南通市","8808911186.25"
"000035","2019-12-31","中国天楹","江苏省","南通市","47296911052.27"
"000036","2003-12-31","华联控股","广东省","深圳市","4556559870.52"
"000036","2004-12-31","华联控股","广东省","深圳市","2648174364.71"
"000036","2005-12-31","华联控股","广东省","深圳市","8816301940.30"
"000036","2006-12-31","华联控股","广东省","深圳市","11993273598.74"
"000036","2007-12-31","华联控股","广东省","深圳市","13422719356.29"
"000036","2008-12-31","华联控股","广东省","深圳市","3069139694.57"
"000036","2009-12-31","*ST 华控","广东省","深圳市","3118011964.33"
"000036","2010-12-31","华联控股","广东省","深圳市","4175156268.40"
"000036","2011-12-31","华联控股","广东省","深圳市","3862281776.98"
"000036","2012-12-31","华联控股","广东省","深圳市","4267243630.88"
"000036","2013-12-31","华联控股","广东省","深圳市","4195887407.95"
"000036","2014-12-31","华联控股","广东省","深圳市","4568926337.34"
"000036","2015-12-31","华联控股","广东省","深圳市","6463740837.81"
"000036","2016-12-31","华联控股","广东省","深圳市","9725476321.94"
"000036","2017-12-31","华联控股","广东省","深圳市","8718661474.28"
"000036","2018-12-31","华联控股","广东省","深圳市","10893040699.04"
"000036","2019-12-31","华联控股","广东省","深圳市","12141997907.50"
"000038","2003-12-31","深大通A","广东省","深圳市","261597021.54"
"000038","2004-12-31","深大通A","广东省","深圳市","254931692.63"
"000038","2005-12-31","深大通A","广东省","深圳市","200344209.84"
"000038","2006-12-31","S*ST 大通","广东省","深圳市","41305884.12"
"000038","2007-12-31","S*ST 大通","广东省","深圳市","8963755.52"
"000038","2008-12-31","S*ST 大通","广东省","深圳市","307607536.90"
"000038","2009-12-31","*ST 大通","广东省","深圳市","476293615.67"
"000038","2010-12-31","*ST 大通","广东省","深圳市","517799621.08"
"000038","2011-12-31","*ST 大通","广东省","深圳市","630464661.29"
"000038","2012-12-31","*ST 大通","广东省","深圳市","610156264.42"
"000038","2013-12-31","深大通","广东省","深圳市","680915598.25"
"000038","2014-12-31","深大通","广东省","深圳市","683292590.38"
"000038","2015-12-31","深大通","广东省","深圳市","744777535.46"
"000038","2016-12-31","深大通","广东省","深圳市","6393623559.44"
"000038","2017-12-31","深大通","广东省","深圳市","5771928314.43"
"000038","2018-12-31","深大通","广东省","深圳市","3033786538.94"
"000038","2019-12-31","深大通","广东省","深圳市","2917164237.96"
"000040","2003-12-31","*ST 鸿基","广东省","深圳市","2483898213.00"
"000040","2004-12-31","ST 鸿基","广东省","深圳市","2031495546.85"
"000040","2005-12-31","深鸿基A","广东省","深圳市","2153088210.37"
"000040","2006-12-31","深鸿基","广东省","深圳市","2289926213.81"
"000040","2007-12-31","深鸿基","广东省","深圳市","2227238786.66"
"000040","2008-12-31","深鸿基","广东省","深圳市","2358091017.85"
"000040","2009-12-31","深鸿基","广东省","深圳市","2831794510.76"
"000040","2010-12-31","深鸿基","广东省","深圳市","2283416351.06"
"000040","2011-12-31","宝安地产","广东省","深圳市","1888141595.10"
"000040","2012-12-31","宝安地产","广东省","深圳市","2868350341.21"
"000040","2013-12-31","宝安地产","广东省","深圳市","3960575985.28"
"000040","2014-12-31","宝安地产","广东省","深圳市","4269813106.09"
"000040","2015-12-31","宝安地产","广东省","深圳市","6768909271.05"
"000040","2016-12-31","东旭蓝天","广东省","深圳市","17287967224.95"
"000040","2017-12-31","东旭蓝天","广东省","深圳市","28903531696.82"
"000040","2018-12-31","东旭蓝天","广东省","深圳市","34423044803.15"
"000040","2019-12-31","东旭蓝天","广东省","深圳市","30987232190.53"
"000046","2003-12-31","光彩建设","广东省","深圳市","3384601204.49"
"000046","2004-12-31","光彩建设","广东省","深圳市","3102551558.20"
"000046","2005-12-31","泛海建设","广东省","深圳市","3789825695.63"
"000046","2006-12-31","泛海建设","广东省","深圳市","7293737079.47"
"000046","2007-12-31","泛海建设","广东省","深圳市","7786405081.13"
"000046","2008-12-31","泛海建设","广东省","深圳市","19821858906.56"
"000046","2009-12-31","泛海建设","广东省","深圳市","22740909302.54"
"000046","2010-12-31","泛海建设","广东省","深圳市","22345892750.91"
"000046","2011-12-31","泛海建设","北京市","北京市","23437130835.76"
"000046","2012-12-31","泛海建设","北京市","北京市","30934760741.08"
"000046","2013-12-31","泛海建设","北京市","北京市","40738039058.40"
"000046","2014-12-31","泛海控股","北京市","北京市","70889108573.14"
"000046","2015-12-31","泛海控股","北京市","北京市","118356200350.18"
"000046","2016-12-31","泛海控股","北京市","北京市","167835999425.01"
"000046","2017-12-31","泛海控股","北京市","北京市","187775062711.27"
"000046","2018-12-31","泛海控股","北京市","北京市","212096668235.22"
"000046","2019-12-31","泛海控股","北京市","北京市","177872272471.88"
"000048","2003-12-31","ST 康达尔","广东省","深圳市","1377283842.60"
"000048","2004-12-31","ST 康达尔","广东省","深圳市","1138624682.39"
"000048","2005-12-31","康达尔A","广东省","深圳市","1097267214.02"
"000048","2006-12-31","康达尔A","广东省","深圳市","874537239.92"
"000048","2007-12-31","*ST 康达","广东省","深圳市","1131156101.45"
"000048","2008-12-31","ST 康达尔","广东省","深圳市","1256169239.81"
"000048","2009-12-31","ST 康达尔","广东省","深圳市","866077532.65"
"000048","2010-12-31","ST 康达尔","广东省","深圳市","790603355.10"
"000048","2011-12-31","ST 康达尔","广东省","深圳市","1261131991.00"
"000048","2012-12-31","康达尔","广东省","深圳市","1211733976.21"
"000048","2013-12-31","康达尔","广东省","深圳市","1330565566.90"
"000048","2014-12-31","康达尔","广东省","深圳市","1982938749.22"
"000048","2015-12-31","康达尔","广东省","深圳市","1940801275.08"
"000048","2016-12-31","康达尔","广东省","深圳市","1959736873.69"
"000048","2017-12-31","康达尔","广东省","深圳市","3904776967.49"
"000048","2018-12-31","*ST 康达","广东省","深圳市","5182504077.75"
"000048","2019-12-31","康达尔","广东省","深圳市","6471993600.37"
"000055","2003-12-31","方大A","广东省","深圳市","1457419424.04"
"000055","2004-12-31","方大A","广东省","深圳市","1241874249.82"
"000055","2005-12-31","方大A","广东省","深圳市","1201275986.46"
"000055","2006-12-31","方大A","广东省","深圳市","1125006290.66"
"000055","2007-12-31","方大A","广东省","深圳市","1316903872.37"
"000055","2008-12-31","方大A","广东省","深圳市","1395570931.42"
"000055","2009-12-31","方大A","广东省","深圳市","1482814012.11"
"000055","2010-12-31","方大集团","广东省","深圳市","1991161158.84"
"000055","2011-12-31","方大集团","广东省","深圳市","2163325598.14"
"000055","2012-12-31","方大集团","广东省","深圳市","2327802889.51"
"000055","2013-12-31","方大集团","广东省","深圳市","2599557542.57"
"000055","2014-12-31","方大集团","广东省","深圳市","3662719900.41"
"000055","2015-12-31","方大集团","广东省","深圳市","4464147811.40"
"000055","2016-12-31","方大集团","广东省","深圳市","6787051278.08"
"000055","2017-12-31","方大集团","广东省","深圳市","7625422688.63"
"000055","2018-12-31","方大集团","广东省","深圳市","10658854133.73"
"000055","2019-12-31","方大集团","广东省","深圳市","11369964580.11"
"000056","2003-12-31","深国商","广东省","深圳市","1070623528.60"
"000056","2004-12-31","深国商","广东省","深圳市","937464009.62"
"000056","2005-12-31","深国商","广东省","深圳市","728664738.16"
"000056","2006-12-31","深国商","广东省","深圳市","740554540.68"
"000056","2007-12-31","深国商","广东省","深圳市","1035265567.86"
"000056","2008-12-31","深国商","广东省","深圳市","1126126509.48"
"000056","2009-12-31","深国商","广东省","深圳市","1451667225.56"
"000056","2010-12-31","深国商","广东省","深圳市","1540732957.65"
"000056","2011-12-31","深国商","广东省","深圳市","1540793887.39"
"000056","2012-12-31","*ST 国商","广东省","深圳市","2006481401.06"
"000056","2013-12-31","*ST 国商","广东省","深圳市","7803283696.00"
"000056","2014-12-31","深国商","广东省","深圳市","7871959541.86"
"000056","2015-12-31","皇庭国际","广东省","深圳市","7995714299.09"
"000056","2016-12-31","皇庭国际","广东省","深圳市","10640504286.57"
"000056","2017-12-31","皇庭国际","广东省","深圳市","14169679684.21"
"000056","2018-12-31","皇庭国际","广东省","深圳市","13254846349.11"
"000056","2019-12-31","皇庭国际","广东省","深圳市","12456959664.62"
"000062","2003-12-31","深圳华强","广东省","深圳市","1430089599.91"
"000062","2004-12-31","深圳华强","广东省","深圳市","2718317181.17"
"000062","2005-12-31","深圳华强","广东省","深圳市","2678031867.96"
"000062","2006-12-31","深圳华强","广东省","深圳市","2481629995.24"
"000062","2007-12-31","深圳华强","广东省","深圳市","2784875134.30"
"000062","2008-12-31","深圳华强","广东省","深圳市","2049509770.97"
"000062","2009-12-31","深圳华强","广东省","深圳市","2749102691.76"
"000062","2010-12-31","深圳华强","广东省","深圳市","3826243933.66"
"000062","2011-12-31","深圳华强","广东省","深圳市","4663795673.55"
"000062","2012-12-31","深圳华强","广东省","深圳市","4997949379.35"
"000062","2013-12-31","深圳华强","广东省","深圳市","4873478785.22"
"000062","2014-12-31","深圳华强","广东省","深圳市","4046140047.55"
"000062","2015-12-31","深圳华强","广东省","深圳市","6182360311.87"
"000062","2016-12-31","深圳华强","广东省","深圳市","6922645147.29"
"000062","2017-12-31","深圳华强","广东省","深圳市","8565499641.85"
"000062","2018-12-31","深圳华强","广东省","深圳市","10301894440.15"
"000062","2019-12-31","深圳华强","广东省","深圳市","11350473383.27"
"000063","2003-12-31","中兴通讯","广东省","深圳市","15766954883.67"
"000063","2004-12-31","中兴通讯","广东省","深圳市","20849989000.00"
"000063","2005-12-31","G 中兴","广东省","深圳市","21779131000.00"
"000063","2006-12-31","中兴通讯","广东省","深圳市","25916949000.00"
"000063","2007-12-31","中兴通讯","广东省","深圳市","39173096000.00"
"000063","2008-12-31","中兴通讯","广东省","深圳市","50865921000.00"
"000063","2009-12-31","中兴通讯","广东省","深圳市","68342322000.00"
"000063","2010-12-31","中兴通讯","广东省","深圳市","84152357000.00"
"000063","2011-12-31","中兴通讯","广东省","深圳市","105368114000.00"
"000063","2012-12-31","中兴通讯","广东省","深圳市","107446306000.00"
"000063","2013-12-31","中兴通讯","广东省","深圳市","100079497000.00"
"000063","2014-12-31","中兴通讯","广东省","深圳市","106214196000.00"
"000063","2015-12-31","中兴通讯","广东省","深圳市","120893897000.00"
"000063","2016-12-31","中兴通讯","广东省","深圳市","141640910000.00"
"000063","2017-12-31","中兴通讯","广东省","深圳市","143962215000.00"
"000063","2018-12-31","中兴通讯","广东省","深圳市","129350749000.00"
"000063","2019-12-31","中兴通讯","广东省","深圳市","141202135000.00"
"000068","2003-12-31","赛格三星","广东省","深圳市","3448276289.77"
"000068","2004-12-31","赛格三星","广东省","深圳市","4982831306.11"
"000068","2005-12-31","赛格三星","广东省","深圳市","4269196369.47"
"000068","2006-12-31","S 三星","广东省","深圳市","3649559295.89"
"000068","2007-12-31","S 三星","广东省","深圳市","3439011090.59"
"000068","2008-12-31","赛格三星","广东省","深圳市","3156683811.51"
"000068","2009-12-31","赛格三星","广东省","深圳市","701449567.19"
"000068","2010-12-31","ST 三星","广东省","深圳市","437401642.32"
"000068","2011-12-31","ST 三星","广东省","深圳市","392778152.54"
"000068","2012-12-31","ST 三星","广东省","深圳市","426257897.00"
"000068","2013-12-31","华控赛格","广东省","深圳市","591598429.88"
