"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"002581","未名医药","2017-07-20","1","2017-07-20","2017-08-02","36.00"
"002583","海能达","2016-11-07","1","2016-11-07","2016-12-01","72.00"
"002584","西陇科学","2016-09-12","1","2016-09-12","2017-03-02","440.00"
"002584","西陇科学","2018-02-05","1","2018-02-05","2018-06-01","300.00"
"002584","西陇科学","2018-06-07","1","2018-06-07","2018-06-22","40.00"
"002585","双星新材","2016-11-07","1","2016-11-07","2016-11-14","20.00"
"002587","奥拓电子","2016-09-29","1","2016-09-29","2016-10-12","16.00"
"002591","恒大高新","2017-01-11","1","2017-01-11","2017-01-19","22.00"
"002591","恒大高新","2017-06-20","1","2017-06-20","2017-06-22","8.00"
"002591","恒大高新","2017-12-27","1","2017-12-27","2018-01-11","40.00"
"002596","海南瑞泽","2017-05-22","1","2017-05-22","2017-09-21","344.00"
"002596","海南瑞泽","2017-11-30","1","2017-11-30","2017-12-08","24.00"
"002596","海南瑞泽","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"002598","山东章鼓","2018-05-18","1","2018-05-18","2018-06-01","40.00"
"002599","盛通股份","2016-11-17","1","2016-11-17","2016-11-24","20.00"
"002599","盛通股份","2018-05-21","1","2018-05-21","2018-05-25","16.00"
"002600","江粉磁材","2017-02-27","1","2017-02-27","2017-08-09","448.00"
"002600","江粉磁材","2017-11-30","1","2017-11-30","2017-12-07","20.00"
"002601","龙蟒佰利","2018-03-19","1","2018-03-19","2018-05-18","160.00"
"002602","世纪华通","2016-08-26","1","2016-08-26","2016-10-10","96.00"
"002602","世纪华通","2016-12-15","1","2016-12-15","2017-01-09","64.00"
"002602","世纪华通","2018-06-12","1","2018-06-12","2018-11-07","396.00"
"002602","世纪华通","2019-02-20","1","2019-02-20","2019-02-21","4.00"
"002604","龙力生物","2017-11-28","1","2017-11-28","2018-04-11","352.00"
"002604","ST 龙力","2018-04-27","1","2018-04-27","2018-05-02","4.00"
"002604","*ST 龙力","2019-04-30","1","2019-04-30","2020-06-01","1052.00"
"002604","*ST 龙力","2019-05-11","3","2019-05-15","2020-06-01","1020.00"
"002604","龙力退","2020-07-15","2","2020-07-15","","-8888.00"
"002605","姚记扑克","2016-07-13","1","2016-07-13","2016-07-25","32.00"
"002606","大连电瓷","2016-09-09","1","2016-09-09","2016-09-20","20.00"
"002606","大连电瓷","2017-03-02","1","2017-03-02","2017-12-06","756.00"
"002606","大连电瓷","2018-02-01","1","2018-02-01","2018-02-22","40.00"
"002607","亚夏汽车","2018-01-04","1","2018-01-04","2018-05-23","360.00"
"002607","亚夏汽车","2018-06-14","1","2018-06-14","2018-06-19","8.00"
"002607","亚夏汽车","2018-10-26","1","2018-10-26","2018-11-05","24.00"
"002608","*ST 舜船","2016-08-08","1","2016-08-08","2016-12-28","380.00"
"002608","*ST 舜船","2017-04-05","1","2017-04-05","2017-04-18","36.00"
"002608","*ST 舜船","2017-04-18","1","2017-04-18","2017-04-19","4.00"
"002609","捷顺科技","2018-01-31","1","2018-01-31","2018-02-14","40.00"
"002609","捷顺科技","2018-06-14","1","2018-06-14","2018-06-15","4.00"
"002609","捷顺科技","2018-06-19","1","2018-06-19","2018-07-03","40.00"
"002610","爱康科技","2016-07-11","1","2016-07-11","2016-09-19","192.00"
"002610","爱康科技","2017-05-12","1","2017-05-12","2017-08-02","224.00"
"002610","爱康科技","2018-06-05","1","2018-06-05","2018-10-08","328.00"
"002610","爱康科技","2019-03-25","1","2019-03-25","2019-04-09","40.00"
"002611","东方精工","2016-12-22","1","2016-12-22","2016-12-30","24.00"
"002611","东方精工","2018-06-19","1","2018-06-19","2018-07-03","40.00"
"002612","朗姿股份","2019-07-04","1","2019-07-04","2019-07-05","4.00"
"002613","北玻股份","2017-04-07","1","2017-04-07","2017-04-12","12.00"
"002614","蒙发利","2016-10-10","1","2016-10-10","2016-10-17","20.00"
"002615","哈尔斯","2016-08-22","1","2016-08-22","2016-09-05","40.00"
"002616","长青集团","2017-03-30","1","2017-03-30","2017-03-30","2.00"
"002617","露笑科技","2016-12-23","1","2016-12-23","2017-01-23","80.00"
"002617","露笑科技","2018-05-09","1","2018-05-09","2018-10-30","468.00"
"002617","露笑科技","2019-04-11","1","2019-04-11","2019-04-12","4.00"
"002619","巨龙管业","2016-10-27","1","2016-10-27","2016-11-03","20.00"
"002619","巨龙管业","2016-12-20","1","2016-12-20","2016-12-23","12.00"
"002619","巨龙管业","2017-04-13","1","2017-04-13","2017-04-21","24.00"
"002619","巨龙管业","2017-05-24","1","2017-05-24","2017-11-17","480.00"
"002619","艾格拉斯","2018-02-05","1","2018-02-05","2018-04-26","204.00"
"002619","艾格拉斯","2020-11-30","1","2020-11-30","2020-12-07","20.00"
"002621","三垒股份","2016-06-20","1","2016-06-20","2016-07-04","40.00"
"002621","三垒股份","2016-08-15","1","2016-08-15","2016-10-10","132.00"
"002621","三垒股份","2016-11-14","1","2016-11-14","2016-11-28","40.00"
"002621","三垒股份","2017-05-09","1","2017-05-09","2017-11-01","476.00"
"002621","三垒股份","2018-01-05","1","2018-01-05","2018-03-05","144.00"
"002621","三垒股份","2018-06-07","1","2018-06-07","2018-07-06","80.00"
"002622","融钰集团","2016-12-16","1","2016-12-16","2016-12-30","38.00"
"002622","融钰集团","2017-04-20","1","2017-04-20","2017-09-26","440.00"
"002622","融钰集团","2017-12-06","1","2017-12-06","2017-12-20","40.00"
"002622","融钰集团","2017-12-26","1","2017-12-26","2018-01-24","80.00"
"002622","融钰集团","2018-02-02","1","2018-02-02","2018-05-02","216.00"
"002622","融钰集团","2018-05-08","1","2018-05-08","2018-05-15","20.00"
"002623","亚玛顿","2017-03-27","1","2017-03-27","2017-04-12","40.00"
"002624","完美环球","2016-07-05","1","2016-07-05","2016-10-10","248.00"
"002624","完美世界","2018-06-04","1","2018-06-04","2018-06-19","40.00"
"002625","龙生股份","2017-04-12","1","2017-04-12","2017-11-24","614.00"
"002625","光启技术","2017-12-20","1","2017-12-20","2018-01-04","40.00"
"002626","金达威","2017-03-09","1","2017-03-09","2017-03-16","20.00"
"002627","宜昌交运","2016-08-05","1","2016-08-05","2016-08-19","40.00"
"002627","宜昌交运","2019-01-18","1","2019-01-18","2019-02-01","40.00"
"002627","宜昌交运","2019-07-05","1","2019-07-05","2019-07-08","4.00"
"002628","成都路桥","2017-01-26","1","2017-01-26","2017-02-06","8.00"
"002628","成都路桥","2017-02-15","1","2017-02-15","2017-02-20","12.00"
"002628","成都路桥","2018-01-02","1","2018-01-02","2018-01-16","40.00"
"002628","成都路桥","2018-07-27","1","2018-07-27","2018-07-31","8.00"
"002630","华西能源","2018-06-19","1","2018-06-19","2018-09-19","262.00"
"002631","德尔未来","2016-06-29","1","2016-06-29","2016-09-19","224.00"
"002632","道明光学","2016-06-22","1","2016-06-22","2016-11-09","372.00"
"002632","道明光学","2017-04-06","1","2017-04-06","2017-04-14","24.00"
"002633","申科股份","2016-07-22","1","2016-07-22","2016-08-08","44.00"
"002633","申科股份","2016-09-19","1","2016-09-19","2016-09-22","12.00"
"002633","申科股份","2020-10-12","1","2020-10-12","2020-10-19","20.00"
"002634","棒杰股份","2020-05-18","1","2020-05-18","2020-06-01","40.00"
"002635","安洁科技","2016-11-08","1","2016-11-08","2017-02-08","240.00"
"002635","安洁科技","2017-05-25","1","2017-05-25","2017-06-05","20.00"
"002637","赞宇科技","2017-09-27","1","2017-09-27","2017-10-09","10.00"
"002637","赞宇科技","2018-05-28","1","2018-05-28","2018-06-11","40.00"
"002640","跨境通","2016-10-24","1","2016-10-24","2016-12-22","172.00"
"002640","跨境通","2017-03-29","1","2017-03-29","2017-04-24","64.00"
"002640","跨境通","2017-06-15","1","2017-06-15","2017-06-23","24.00"
"002642","荣之联","2016-09-22","1","2016-09-22","2016-11-21","148.00"
"002642","荣之联","2017-04-10","1","2017-04-10","2017-07-07","244.00"
"002642","荣之联","2017-08-24","1","2017-08-24","2017-09-01","24.00"
"002642","荣之联","2019-04-25","1","2019-04-25","2019-04-26","4.00"
"002642","*ST 荣联","2020-06-08","1","2020-06-08","2020-06-09","4.00"
"002645","华宏科技","2019-06-21","1","2019-06-21","2019-07-05","40.00"
"002645","华宏科技","2020-01-15","1","2020-01-15","2020-01-16","4.00"
"002647","民盛金科","2017-04-28","1","2017-04-28","2017-05-19","56.00"
"002647","民盛金科","2018-01-19","1","2018-01-19","2018-05-23","316.00"
"002647","民盛金科","2018-05-25","1","2018-05-25","2018-06-15","60.00"
"002647","仁东控股","2019-07-29","1","2019-07-29","2019-07-31","8.00"
"002648","卫星石化","2017-09-04","1","2017-09-04","2017-09-06","8.00"
"002652","扬子新材","2016-12-12","1","2016-12-12","2017-05-10","392.00"
"002652","扬子新材","2017-09-27","1","2017-09-27","2017-10-18","40.00"
"002654","万润科技","2016-11-17","1","2016-11-17","2016-11-29","32.00"
"002654","万润科技","2017-05-10","1","2017-05-10","2017-09-18","364.00"
"002654","万润科技","2017-12-07","1","2017-12-07","2017-12-14","20.00"
"002655","共达电声","2016-09-23","1","2016-09-23","2016-11-09","112.00"
"002655","共达电声","2017-03-27","1","2017-03-27","2017-04-12","38.00"
"002655","共达电声","2017-04-12","1","2017-04-12","2017-04-25","36.00"
"002655","共达电声","2017-12-07","1","2017-12-07","2017-12-21","40.00"
"002655","共达电声","2019-12-12","1","2019-12-12","2019-12-13","4.00"
"002658","雪迪龙","2016-06-06","1","2016-06-06","2016-06-21","36.00"
"002659","中泰桥梁","2016-11-03","1","2016-11-03","2017-01-06","180.00"
"002659","中泰桥梁","2017-07-28","1","2017-07-28","2017-08-10","36.00"
"002659","中泰桥梁","2017-10-12","1","2017-10-12","2017-10-31","52.00"
"002659","凯文教育","2018-05-30","1","2018-05-30","2018-06-12","36.00"
"002661","克明面业","2018-02-02","1","2018-02-02","2018-05-02","216.00"
"002662","京威股份","2016-09-09","1","2016-09-09","2016-09-12","4.00"
"002662","京威股份","2018-02-01","1","2018-02-01","2018-05-02","220.00"
"002663","普邦股份","2016-12-22","1","2016-12-22","2016-12-30","24.00"
"002663","普邦股份","2017-07-17","1","2017-07-17","2017-09-05","144.00"
"002663","普邦股份","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"002664","信质电机","2016-12-16","1","2016-12-16","2017-06-16","476.00"
"002665","首航节能","2016-09-14","1","2016-09-14","2016-09-20","6.00"
"002665","首航节能","2016-09-23","1","2016-09-23","2016-10-11","28.00"
"002665","首航节能","2017-04-07","1","2017-04-07","2017-04-12","12.00"
"002665","首航节能","2018-05-29","1","2018-05-29","2018-11-05","428.00"
"002667","鞍重股份","2017-09-22","1","2017-09-22","2017-09-29","20.00"
"002668","奥马电器","2017-07-14","1","2017-07-14","2017-09-14","176.00"
"002668","奥马电器","2018-06-15","1","2018-06-15","2018-10-30","360.00"
"002668","奥马电器","2020-10-19","1","2020-10-19","2020-10-26","20.00"
"002669","康达新材","2017-04-21","1","2017-04-21","2017-11-03","528.00"
"002669","康达新材","2018-02-02","1","2018-02-02","2018-02-09","20.00"
"002669","康达新材","2018-10-15","1","2018-10-15","2018-11-05","60.00"
"002670","国盛金控","2017-01-16","1","2017-01-16","2017-03-31","196.00"
"002671","龙泉股份","2016-08-16","1","2016-08-16","2016-08-18","8.00"
"002673","西部证券","2017-03-30","1","2017-03-30","2017-04-11","24.00"
"002675","东诚药业","2016-07-29","1","2016-07-29","2016-08-08","24.00"
"002675","东诚药业","2017-01-03","1","2017-01-03","2017-07-17","516.00"
"002675","东诚药业","2017-10-23","1","2017-10-23","2017-11-27","100.00"
"002675","东诚药业","2018-03-01","1","2018-03-01","2018-03-08","20.00"
"002676","顺威股份","2016-09-09","1","2016-09-09","2016-09-27","40.00"
"002676","顺威股份","2017-02-16","1","2017-02-16","2017-03-02","40.00"
"002676","顺威股份","2017-06-30","1","2017-06-30","2018-01-16","544.00"
"002679","福建金森","2016-11-10","1","2016-11-10","2016-11-11","4.00"
"002680","长生生物","2018-07-23","1","2018-07-23","2018-07-23","2.00"
"002680","长生生物","2018-07-25","1","2018-07-25","2018-07-26","4.00"
"002680","ST 长生","2018-09-03","1","2018-09-03","2018-11-02","152.00"
"002680","ST 长生","2018-11-02","1","2018-11-02","2018-11-05","4.00"
"002680","*ST 长生","2018-11-19","1","2018-11-19","2019-01-15","156.00"
"002680","*ST 长生","2019-01-15","1","2019-01-15","2019-01-16","4.00"
"002680","*ST 长生","2019-03-06","1","2019-03-06","2019-10-16","596.00"
"002680","*ST 长生","2019-03-14","3","2019-03-15","2019-10-16","568.00"
"002680","长生退","2019-11-27","2","2019-11-27","","-8888.00"
"002682","龙洲股份","2016-12-15","1","2016-12-15","2016-12-23","24.00"
"002682","龙洲股份","2019-03-18","1","2019-03-18","2019-04-01","40.00"
"002685","华东重机","2016-09-19","1","2016-09-19","2016-10-14","56.00"
"002685","华东重机","2016-12-19","1","2016-12-19","2017-05-22","404.00"
"002685","华东重机","2017-07-13","1","2017-07-13","2017-07-24","28.00"
"002685","华东重机","2020-08-03","1","2020-08-03","2020-08-10","20.00"
"002686","亿利达","2016-11-02","1","2016-11-02","2016-11-09","20.00"
"002688","金河生物","2016-09-12","1","2016-09-12","2016-09-19","12.00"
"002691","冀凯股份","2020-07-13","1","2020-07-13","2020-07-24","36.00"
"002693","双成药业","2017-05-25","1","2017-05-25","2017-07-25","164.00"
"002694","顾地科技","2017-01-16","1","2017-01-16","2017-01-20","16.00"
"002694","顾地科技","2017-05-25","1","2017-05-25","2018-02-12","716.00"
"002694","顾地科技","2018-02-23","1","2018-02-23","2018-03-02","20.00"
"002695","煌上煌","2016-07-07","1","2016-07-07","2016-07-13","16.00"
"002695","煌上煌","2016-10-28","1","2016-10-28","2016-11-02","12.00"
"002695","煌上煌","2017-06-15","1","2017-06-15","2017-06-20","12.00"
"002696","百洋股份","2016-08-29","1","2016-08-29","2016-09-05","20.00"
"002696","百洋股份","2017-01-10","1","2017-01-10","2017-03-24","192.00"
"002696","百洋股份","2017-06-22","1","2017-06-22","2017-07-03","28.00"
"002697","红旗连锁","2017-12-15","1","2017-12-15","2018-01-03","48.00"
"002699","美盛文化","2017-03-14","1","2017-03-14","2017-05-10","152.00"
"002699","美盛文化","2018-02-05","1","2018-02-05","2018-07-02","380.00"
"002701","奥瑞金","2017-07-11","1","2017-07-11","2017-09-12","180.00"
"002703","浙江世宝","2016-10-11","1","2016-10-11","2016-10-24","36.00"
"002707","众信旅游","2018-05-04","1","2018-05-04","2018-06-13","112.00"
"002707","众信旅游","2018-10-18","1","2018-10-18","2018-10-25","20.00"
"002708","光洋股份","2017-07-13","1","2017-07-13","2017-07-25","32.00"
"002712","思美传媒","2016-11-17","1","2016-11-17","2016-11-25","24.00"
"002713","东易日盛","2016-06-29","1","2016-06-29","2016-07-20","60.00"
"002713","东易日盛","2017-10-16","1","2017-10-16","2017-10-30","40.00"
"002717","岭南园林","2016-07-15","1","2016-07-15","2016-07-26","28.00"
"002717","岭南园林","2017-02-27","1","2017-02-27","2017-04-25","156.00"
"002717","岭南园林","2017-07-06","1","2017-07-06","2017-07-14","24.00"
"002721","金一文化","2016-09-13","1","2016-09-13","2016-12-20","252.00"
"002721","金一文化","2017-04-05","1","2017-04-05","2017-05-05","84.00"
"002721","金一文化","2017-07-13","1","2017-07-13","2017-07-24","28.00"
"002721","金一文化","2017-11-06","1","2017-11-06","2017-11-10","16.00"
"002721","金一文化","2018-01-22","1","2018-01-22","2018-01-23","4.00"
"002721","金一文化","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"002721","金一文化","2018-02-27","1","2018-02-27","2018-05-17","212.00"
"002721","金一文化","2018-05-29","1","2018-05-29","2018-07-09","112.00"
"002722","金轮股份","2017-09-08","1","2017-09-08","2017-09-19","28.00"
"002723","金莱特","2017-10-10","1","2017-10-10","2017-10-24","40.00"
"002723","金莱特","2018-06-15","1","2018-06-15","2018-09-13","252.00"
"002724","海洋王","2016-12-29","1","2016-12-29","2017-04-18","280.00"
"002724","海洋王","2019-11-29","1","2019-11-29","2019-12-02","4.00"
"002724","海洋王","2020-03-04","1","2020-03-04","2020-03-05","4.00"
"002725","跃岭股份","2016-08-03","1","2016-08-03","2017-01-20","456.00"
"002726","龙大肉食","2018-02-13","1","2018-02-13","2018-05-14","220.00"
"002727","一心堂","2016-12-28","1","2016-12-28","2017-01-05","20.00"
"002729","好利来","2017-05-25","1","2017-05-25","2017-08-18","236.00"
"002729","好利来","2018-04-02","1","2018-04-02","2018-05-25","140.00"
"002730","电光科技","2016-07-20","1","2016-07-20","2016-07-27","20.00"
"002731","萃华珠宝","2017-09-06","1","2017-09-06","2017-09-12","16.00"
"002731","萃华珠宝","2019-06-17","1","2019-06-17","2019-06-27","32.00"
"002732","燕塘乳业","2016-08-17","1","2016-08-17","2016-08-31","40.00"
"002732","燕塘乳业","2016-11-04","1","2016-11-04","2016-11-08","8.00"
"002733","雄韬股份","2017-09-11","1","2017-09-11","2017-09-20","28.00"
"002735","王子新材","2017-01-25","1","2017-01-25","2017-04-19","212.00"
"002735","王子新材","2018-06-12","1","2018-06-12","2018-06-27","40.00"
"002738","中矿资源","2016-07-08","1","2016-07-08","2016-07-22","40.00"
"002738","中矿资源","2017-01-03","1","2017-01-03","2017-01-04","4.00"
